,Proportion_Western,Mean_Western,Std_Western,Proportion_Nonwestern,Mean_Nonwestern,Std_Nonwestern,FC(Western_vs_Nonwestern),M.W.W. qvalue,Significant
Firmicutes bacterium CAG:212 / Clostridium sp. 2789STDY5834871,0.3084686265906099,4.6299903602398195e-08,2.258834491407366e-07,0.6965174129353234,1.6808783283534327e-07,4.5527035296733024e-07,0.2754506547047519,3.8119398452310005e-78,True
Firmicutes bacterium CAG:227,0.32558139534883723,1.3659774619844242e-07,7.589253172544172e-07,0.3200663349917081,6.366916386806899e-08,2.2230091120550348e-07,2.1454301878612885,0.20278000719050027,False
Firmicutes bacterium CAG:238,0.1066257130320316,5.131956269654366e-08,3.2990320089446025e-07,0.22719734660033167,6.588933881825857e-08,2.876262617095425e-07,0.7788750595615707,2.0828336716318029e-13,True
Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922,0.7994734532689777,6.656883845179352e-07,1.5126602951580218e-06,0.8988391376451078,2.911672195316769e-07,9.056115526923823e-07,2.286275170634423,3.5153942066147125e-08,True
Firmicutes bacterium CAG:240,0.20228170250109698,2.502028978814058e-07,1.3064295138193321e-06,0.23383084577114427,6.161373550389914e-08,3.171834061358979e-07,4.060829875597659,0.5160828696261286,False
Firmicutes bacterium CAG:272,0.09784993418165862,1.8875401367928964e-08,1.3373550421140571e-07,0.35655058043117743,4.205923388492437e-08,2.2474620599514123e-07,0.44878138816253205,1.199712377413388e-51,True
Firmicutes bacterium CAG:313,0.09433962264150944,1.1995524648296726e-07,9.912440671338304e-07,0.38971807628524047,2.6078350167640216e-07,1.3935509297555319e-06,0.4599801970287824,1.440645054725794e-65,True
Firmicutes bacterium CAG:321,0.23080298376480912,7.97869675442023e-07,4.8147460130272615e-06,0.3814262023217247,2.556191809324416e-07,8.538668271983123e-07,3.1213216180866117,2.3326348759849545e-10,True
Firmicutes bacterium CAG:341,0.17770952172005267,3.687473927169503e-07,1.4483147653579337e-06,0.23880597014925373,2.1561177241256471e-07,1.051037239503064e-06,1.7102377508931497,0.008587988471392355,True
Firmicutes bacterium CAG:345,0.06274681878016675,7.716744954800879e-08,9.208222484465933e-07,0.2885572139303483,3.6198596077949884e-08,1.2435347629010395e-07,2.1317801768288684,5.557961430732695e-51,True
Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853,0.9197016235190874,5.961624855133051e-07,9.932390343005203e-07,0.5091210613598673,1.1042261315144031e-07,2.921588357711941e-07,5.3989166575481375,6.316087445810724e-125,True
Firmicutes bacterium CAG:424,0.03817463799912242,1.891627021297549e-08,3.7118841202035467e-07,0.006633499170812604,1.0124260665068016e-09,2.1517701126191824e-08,18.684100339536652,6.154546692274265e-05,True
Firmicutes bacterium CAG:449,0.03334795963141729,8.976225380202896e-09,1.2142206407167459e-07,0.29519071310116085,2.880460524015434e-08,9.066438109330999e-08,0.3116246622845507,3.908016928744075e-88,True
Firmicutes bacterium CAG:460,0.045634050021939446,1.21214885404142e-07,1.2297830264527968e-06,0.08623548922056384,8.077120154328188e-08,6.2392234903439e-07,1.5007191064155216,0.00033464570654304304,True
Firmicutes bacterium CAG:475,0.04695041684949539,2.1149078894056185e-07,2.412097471850522e-06,0.1625207296849088,2.9776265727365934e-07,2.4448606576763173e-06,0.7102663271378279,7.040359352229628e-22,True
Firmicutes bacterium CAG:534,0.022817025010969723,2.737767523875647e-08,3.167117443159415e-07,0.1011608623548922,7.617437189487343e-08,4.290824392962633e-07,0.35940795516554824,6.630590711471167e-18,True
Firmicutes bacterium CAG:536,0.02413339183852567,3.312446539763075e-08,7.62679376893113e-07,0.14593698175787728,4.1152420833912055e-08,2.564240646089995e-07,0.8049214293204887,3.1392906553619027e-33,True
Firmicutes bacterium CAG:552,0.035980693286529176,5.5320100395482284e-08,5.082072551293282e-07,0.05306799336650083,2.3192232528865566e-08,2.729504375016617e-07,2.3852856910877236,0.10980284540419924,False
Firmicutes bacterium CAG:555,0.02369460289600702,2.8454768152320983e-08,3.9231376664170126e-07,0.06301824212271974,2.3849838268343065e-08,2.2348790139601104e-07,1.1930801304464291,3.6131952051332585e-06,True
Firmicutes bacterium CAG:582,0.03554190434401053,3.610288221859905e-08,5.155942346428412e-07,0.20729684908789386,1.4736523222247825e-07,7.20962227678752e-07,0.24498914482144807,1.310095850898393e-46,True
Firmicutes bacterium CAG:631,0.02106186924089513,7.464478814642174e-09,9.591931317528506e-08,0.001658374792703151,0.0,0.0,inf,0.0006000953530655203,True
Firmicutes bacterium CAG:646,0.020184291355857833,7.129188612516737e-09,1.5958408868374218e-07,0.003316749585406302,2.4689713038874297e-10,6.062820331784551e-09,28.875137597961263,0.0024548621958118324,True
Firmicutes bacterium CAG:65 / Clostridium sp. 2789STDY5608883,0.701623519087319,1.0314344597861922e-06,2.94774288231988e-06,0.857379767827529,2.2915756811072157e-06,6.681470975872534e-06,0.45009836170361006,1.3819269288462382e-35,True
Firmicutes bacterium CAG:791,0.004826678367705134,2.5830212266257826e-09,5.7460990825017606e-08,0.37976782752902155,3.2038269886388907e-07,9.671575214755567e-07,0.008062299355693829,3.8990692963075585e-191,True
Firmicutes bacterium CAG:822,0.004387889425186486,1.448245755393203e-09,3.2070595454704276e-08,0.001658374792703151,0.0,0.0,inf,0.14594763274121347,False
Firmicutes bacterium CAG:83,0.7700745941202282,5.184435325787801e-07,1.4160506270839317e-06,0.8076285240464345,3.3852799535592894e-07,1.1966920318987027e-06,1.5314642797375964,0.0004066802886936449,True
Firmicutes bacterium CAG:882,0.030715225976305396,1.6251431339078147e-08,2.2979641149117178e-07,0.23217247097844113,1.4671743941748254e-07,1.0472714444064618e-06,0.11076686863948677,2.7111867574541565e-63,True
Firmicutes bacterium CAG:884,0.007898200965335674,8.55394118547176e-09,1.4354149595510897e-07,0.06467661691542288,3.703709614461638e-08,2.605533756190882e-07,0.23095604342391568,2.6304421676731248e-18,True
Firmicutes bacterium CAG:94,0.3045195261079421,4.694062837719949e-08,2.0552470086766996e-07,0.011608623548922056,3.8650398895360396e-10,3.96703897709827e-09,121.44927275985826,8.036779825515568e-49,True
Firmicutes bacterium CAG:95,0.39008336989907855,1.4921845798370115e-07,6.005422762627422e-07,0.6898839137645107,2.9123324007594555e-07,8.485083970689035e-07,0.512367537252235,1.2472541397881238e-36,True
Flavonifractor plautii,0.9324265028521281,4.485614756672392e-07,1.2584664457857703e-06,0.46434494195688225,1.6876341915859633e-07,1.0335203558840178e-06,2.6579307168794744,4.2282645741072695e-106,True
Flavonifractor sp. 2789STDY5834895 & sp. 2789STDY5834937 /  Clostridium sp. 2789STDY5608878,0.6410706450197455,7.990694157375831e-08,1.3442620693303924e-07,0.11940298507462686,8.300881881848946e-09,4.629990247162039e-08,9.626319553888143,1.1287716639058975e-104,True
Flavonifractor sp. 2789STDY5834931,0.30627468187801665,1.594288364145399e-07,5.371496706161262e-07,0.06135986733001658,3.833889301727829e-08,7.580348332548921e-07,4.1584100078917166,9.027894523490326e-36,True
Flavonifractor sp. An10,0.060114085125054846,7.0678246819413555e-09,6.768125945511416e-08,0.013266998341625208,9.316565890990307e-10,1.072031523804549e-08,7.586298175357056,2.784195727462468e-06,True
Fournierella massiliensis,0.020184291355857833,5.539259264567312e-09,1.219678186975194e-07,0.008291873963515755,2.021708960522037e-09,3.288053157950065e-08,2.7398895551894813,0.036957569579738454,True
Fusicatenibacter saccharivorans,0.9280386134269416,1.424832503070537e-06,2.2110437603908083e-06,0.8938640132669984,6.297780034238942e-07,2.298407797407362e-06,2.262436120861947,4.038791132460687e-48,True
Fusobacterium gonidiaformans,0.013602457218078104,3.3139324188216183e-09,1.0409385380134289e-07,0.03482587064676617,7.998324264457299e-09,1.1612373006669212e-07,0.41432834044350597,0.0012961272982730478,True
Fusobacterium mortiferum,0.11145239139973673,3.6365419587884203e-07,3.1908222425801253e-06,0.07462686567164178,5.271440345833185e-08,5.092002077250735e-07,6.898573672872782,0.004695081094073454,True
Fusobacterium necrophorum,0.0008775778850372971,1.1340176601562966e-11,5.413672511366159e-10,0.003316749585406302,2.029715054198209e-11,4.984180123497766e-10,0.5587078135971472,0.3487241804497455,False
Fusobacterium nucleatum subsp. animalis,0.03466432645897324,1.1749959573623986e-08,4.839507103475628e-07,0.014925373134328358,4.782040390221936e-10,7.425457695090337e-09,24.57101700280425,0.010038388750162323,True
Fusobacterium nucleatum subsp. polymorphum,0.006581834137779728,6.454369427507305e-10,1.3220994962036895e-08,0.001658374792703151,0.0,0.0,inf,0.06826238550582471,False
Fusobacterium periodonticum,0.021939447125932425,2.209044903769195e-09,4.9871004344453404e-08,0.004975124378109453,1.0296428301776435e-10,1.8067329460885755e-09,21.45447760159773,0.003816728822483326,True
Fusobacterium sp. CAG:439,0.02413339183852567,2.3201580239028886e-08,3.3711494583019057e-07,0.001658374792703151,0.0,0.0,inf,0.0002212563114026907,True
Fusobacterium ulcerans,0.049583150504607286,2.1504205555097885e-08,2.5904535239496443e-07,0.001658374792703151,0.0,0.0,inf,5.401731361663513e-08,True
Fusobacterium varium,0.05265467310223782,2.3581078271743684e-08,3.0135633369765184e-07,0.009950248756218905,1.0479070749619018e-09,1.7419812587898552e-08,22.503024204317935,4.026609020513811e-06,True
Gemella sanguinis,0.1970162351908732,6.783674163188825e-09,4.4891424125676996e-08,0.06135986733001658,1.596167672739303e-09,1.2896955048041485e-08,4.249975913587357,1.0118654830378407e-15,True
Gemmiger formicilis,0.774023694602896,1.60198546655196e-06,3.5772196426917364e-06,0.9187396351575456,8.959879916249479e-07,1.8946214609417392e-06,1.7879541707323863,0.5903631049442216,False
Gordonibacter sp. An232A / Coriobacteriaceae bacterium CHKCI002,0.036419482229047825,2.9527783209442227e-09,4.827599433257392e-08,0.003316749585406302,6.265751526057546e-11,1.5386215986503751e-09,47.1256849025121,1.3327237007734739e-05,True
Gordonibacter urolithinfaciens,0.41641070645019745,4.134864408398351e-08,1.27768526096131e-07,0.0845771144278607,1.0948438506812296e-08,8.596237973206981e-08,3.7766704410182066,1.0635642882781255e-47,True
Granulicatella adiacens,0.060552874067573495,1.5723208246540227e-09,9.856485982964867e-09,0.03648424543946932,1.017078828544899e-09,7.738734828976609e-09,1.5459183502064338,0.022620314417628812,True
Haemophilus parahaemolyticus,0.007898200965335674,3.8509042530552685e-10,8.46682127463164e-09,0.024875621890547265,1.2881792453186898e-09,1.4593199785347274e-08,0.2989416470611256,0.0012991973773780199,True
Haemophilus parainfluenzae,0.614304519526108,3.061848375297579e-07,1.6059418750601697e-06,0.6965174129353234,3.0534544775463575e-07,9.88753293931296e-07,1.0027489840811272,6.601034467062748e-07,True
Haemophilus paraphrohaemolyticus,0.012724879333040808,2.1900553692533955e-09,5.130782477872772e-08,0.024875621890547265,2.1453934216586317e-09,1.906812039560628e-08,1.0208176025636524,0.05964425659133533,False
Haemophilus pittmaniae,0.018867924528301886,4.144370175600587e-09,1.2813211453742948e-07,0.04145936981757877,2.854348525553618e-09,2.0281571452748998e-08,1.4519495914735083,0.0025416292791128636,True
Haemophilus sp. CCUG 66565,0.010092145677928916,3.9531413601592034e-10,5.282109791243359e-09,0.008291873963515755,4.789573570452373e-10,6.193717164973087e-09,0.8253639498402842,0.5221710300999393,False
Haemophilus sputorum,0.010969723562966213,7.832726823728944e-10,1.0166442467783549e-08,0.01990049751243781,1.928242466089154e-09,1.7185862517245276e-08,0.40621067949069795,0.14594763274121347,False
Hafnia paralvei,0.020623080298376482,4.6611665495295705e-09,1.2589294824900124e-07,0.003316749585406302,1.1479501439944877e-11,2.8189130679349964e-10,406.0425946121884,0.002088789834142122,True
Helicobacter winghamensis,0.0008775778850372971,1.1122152539332777e-11,5.309590281081557e-10,0.001658374792703151,0.0,0.0,inf,0.6349646740267764,False
Holdemanella biformis,0.13295304958315052,1.949879419550346e-07,1.000982347562467e-06,0.6898839137645107,4.717423393595743e-07,1.3462464972230516e-06,0.41333568282157035,3.2721850303018372e-152,True
Holdemania filiformis,0.6349275998244844,4.111648801167746e-08,8.16587472627715e-08,0.09950248756218906,3.975691089973746e-09,2.458794237093709e-08,10.341972522807092,2.8120484481983013e-108,True
Holdemania massiliensis,0.2523036419482229,2.0501852170085413e-08,6.490936482334061e-08,0.10945273631840796,1.149663190197153e-08,1.5163848235657787e-07,1.7832920410863637,3.001744663631934e-14,True
Holdemania sp. Marseille-P2844,0.15138218516893373,1.5962295943357675e-08,6.499545300052647e-08,0.006633499170812604,4.092456609699456e-10,6.694509957264344e-09,39.00419104145352,4.764567409789308e-22,True
Hungatella hathewayi 1,0.3378674857393594,3.8775785006796285e-08,6.532401648285309e-07,0.0845771144278607,2.132175134744562e-08,1.6375309898272295e-07,1.8186022515191598,1.6346543346045022e-31,True
Hungatella hathewayi 2,0.3808688021061869,5.484217979269922e-08,5.074545855618309e-07,0.1011608623548922,2.505129409199069e-08,2.803648020629345e-07,2.189195479934634,1.8910743755982183e-35,True
Intestinibacter bartlettii,0.5800789820096534,1.1522792142026458e-07,4.685238316967613e-07,0.5456053067993366,9.286622841300229e-08,3.4694478376061107e-07,1.24079467196421,0.04419312129035509,True
Intestinimonas butyriciproducens,0.5844668714348399,5.249637838343472e-08,1.9010114704477402e-07,0.208955223880597,1.2527252484057235e-08,6.228674793491058e-08,4.1905739866139085,1.474355184110909e-56,True
Intestinimonas massiliensis,0.3369899078543221,3.999380804761112e-08,1.5872998501097074e-07,0.0845771144278607,9.21754990427588e-09,6.012232328752341e-08,4.338876215799885,5.870702834192509e-32,True
Klebsiella aerogenes,0.05440982887231242,3.652675968180443e-08,6.912950879401149e-07,0.08291873963515754,1.4967535819653384e-08,1.5534125637766832e-07,2.440399015704531,0.01656784552198135,True
Klebsiella michiganensis 1,0.04870557261956999,2.376099162229143e-08,5.271604705928735e-07,0.03814262023217247,5.028373131619121e-09,7.117151695599142e-08,4.725383538639756,0.2578644307949745,False
Klebsiella michiganensis 2,0.055726195699868364,1.8375981702161665e-08,3.4309712777977896e-07,0.05638474295190713,6.576855282372183e-09,1.0432874220398836e-07,2.794037714561616,0.941209029260429,False
Klebsiella oxytoca,0.025449758666081616,9.15495462599913e-09,2.011893736502281e-07,0.028192371475953566,5.185284790833233e-10,4.056637736536965e-09,17.65564476262451,0.8732113463348808,False
Klebsiella pneumoniae,0.3229486616937253,5.347425533656393e-07,3.4147109674158493e-06,0.6683250414593698,9.928718809955853e-07,4.7569392837932045e-06,0.5385816272986151,1.5698102768190662e-55,True
Klebsiella quasipneumoniae,0.11276875822729267,4.119376464427936e-08,8.492055310862978e-07,0.4295190713101161,1.8531017187097428e-07,8.512218135337373e-07,0.22229629506232018,1.2673704465296335e-77,True
Klebsiella variicola,0.11057481351469943,5.5413993671148895e-08,1.029107092210388e-06,0.3747927031509121,8.587006820503544e-08,3.8421135977192747e-07,0.6453237411997235,1.8779595432331786e-54,True
Kluyvera georgiana,0.01184730144800351,3.5518668537373806e-09,1.0004894909784821e-07,0.03814262023217247,4.7381487576940166e-09,5.560497677174614e-08,0.7496317729513454,3.3539825512884815e-05,True
Lachnoanaerobaculum saburreum,0.008775778850372971,1.913068796394301e-09,6.107932464308726e-08,0.003316749585406302,2.2999708068006635e-11,5.647821725601456e-10,83.1779599435631,0.0973081076572736,False
Lachnoclostridium phytofermentans 2,0.0017551557700745941,2.2877776148293846e-11,6.796039215591301e-10,0.001658374792703151,0.0,0.0,inf,0.40827645996573686,False
Lachnoclostridium sp. An118,0.029398859148749453,2.419408062526544e-09,2.7748059611459483e-08,0.004975124378109453,2.624016291558314e-09,6.144350546927508e-08,0.9220247870830633,0.0003754743495179493,True
Lachnoclostridium sp. An138,0.13163668275559456,5.237457691692479e-09,2.5592120842839152e-08,0.003316749585406302,5.4810662198988064e-11,1.3459338172759544e-09,95.55545365750343,6.743236667812967e-20,True
Lachnoclostridium sp. An14,0.012724879333040808,2.5688266179666395e-09,7.842380198254708e-08,0.001658374792703151,0.0,0.0,inf,0.008949201546688473,True
Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,0.8301886792452831,3.854432629048469e-07,6.775348472666801e-07,0.824212271973466,2.2903800426826976e-07,3.429913319555956e-07,1.6828790668878746,0.0007467388875369044,True
Lachnospiraceae bacterium 2_1_46FAA,0.029398859148749453,1.771836259159631e-08,2.721296770497945e-07,0.001658374792703151,0.0,0.0,inf,4.033072358921279e-05,True
Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,0.3356735410267661,1.6531747876953908e-07,6.238790095705424e-07,0.2935323383084577,2.2354218092244568e-08,7.325732484984498e-08,7.395359483716109,0.00016011250751739192,True
Lactobacillus acidophilus,0.022817025010969723,3.5350629985782396e-09,7.863530132354007e-08,0.008291873963515755,1.1333135296644465e-08,2.5999186423849533e-07,0.3119227738880791,0.016951591069330696,True
Lactobacillus agilis,0.00043878894251864854,0.0,0.0,0.004975124378109453,3.4121372294730053e-09,8.132807663367808e-08,0.0,0.008587988471392355,True
Lactobacillus amylovorus,0.010530934620447565,4.0679461988454615e-08,1.0517022411063249e-06,0.026533996683250415,6.378979738660472e-09,1.1199374011302374e-07,6.377111020107572,0.006784409246195565,True
Lactobacillus casei == paracasei,0.08249232119350593,6.580209977401022e-09,6.310069306577072e-08,0.028192371475953566,1.901896271821842e-09,2.310657521172472e-08,3.4598153826222,4.370052356179559e-06,True
Lactobacillus crispatus,0.03817463799912242,5.643776880226103e-09,1.015024150742132e-07,0.03980099502487562,1.1190199332463069e-08,1.6524837123225818e-07,0.5043499863182378,0.9604250131295216,False
Lactobacillus delbrueckii,0.07020623080298377,9.134744777087044e-09,1.5348574161691722e-07,0.07960199004975124,1.3056074606067398e-08,1.2220055411657028e-07,0.6996547624537899,0.4377453758182141,False
Lactobacillus farciminis,0.00043878894251864854,0.0,0.0,0.001658374792703151,0.0,0.0,,1.0,False
Lactobacillus fermentum,0.058797718297498906,2.654579530101789e-08,6.325448897366525e-07,0.06467661691542288,3.01586929347035e-08,5.274770971915597e-07,0.8802037727063343,0.6631004813414718,False
Lactobacillus gallinarum,0.00307152259763054,1.2057110580770655e-10,2.7576561058518328e-09,0.009950248756218905,8.100138130187092e-09,1.8981666092686122e-07,0.014885067867962601,0.05812062088784941,False
Lactobacillus gasseri 1,0.02413339183852567,2.566282743286325e-09,3.917739561624897e-08,0.004975124378109453,1.1087608164645374e-10,1.9736660310607096e-09,23.14550356739095,0.0019297206339183473,True
Lactobacillus gasseri 2,0.05353225098727512,2.1606508223924417e-08,5.90565617941054e-07,0.03814262023217247,4.070727955462644e-09,4.497294758995178e-08,5.307775036877601,0.11983998919406738,False
Lactobacillus johnsonii,0.008775778850372971,7.654102999181753e-09,2.9260060671441135e-07,0.006633499170812604,3.317999008483884e-10,5.1737941843029635e-09,23.068430640306897,0.43337111375437154,False
Lactobacillus mucosae,0.055287406757349715,2.7955085626499914e-08,5.287285127717411e-07,0.1791044776119403,2.6588406007797312e-08,1.409051830608202e-07,1.0514013370452449,2.227855660677839e-22,True
Lactobacillus oris,0.015357612988152698,1.9022306790657186e-09,5.140362874448761e-08,0.026533996683250415,3.484251525506139e-09,4.855407896283772e-08,0.5459510213716249,0.11136219120174735,False
Lactobacillus parabuchneri,0.0017551557700745941,3.821959995775555e-11,1.070219453705746e-09,0.001658374792703151,0.0,0.0,inf,0.40827645996573686,False
Lactobacillus reuteri,0.010092145677928916,8.065578552782764e-09,2.0090668354078186e-07,0.004975124378109453,6.851121696034703e-11,1.4037658938515567e-09,117.72639445962498,0.15188403692081642,False
Lactobacillus rogosae,0.6086002632733655,1.7016079852315466e-06,4.992368231486231e-06,0.6351575456053068,9.561832641343597e-07,4.92234681071378e-06,1.7795835265659308,0.17891757780505854,False
Lactobacillus ruminis,0.055726195699868364,3.815285101705191e-08,3.177985640160479e-07,0.6467661691542289,5.930720905359078e-07,1.7391360754552526e-06,0.06433088257883876,9.084105804958462e-244,True
Lactobacillus salivarius,0.08731899956121106,7.888244173710247e-08,1.4117631349534312e-06,0.1044776119402985,1.9960254235621395e-08,2.41193936738077e-07,3.9519758018075533,0.2644876421914346,False
Lactobacillus vaginalis,0.017112768758227294,7.115526756846804e-08,3.3081891744659544e-06,0.011608623548922056,3.255120231988806e-10,4.937126860786109e-09,218.59489818289677,0.264442005817069,False
Lactococcus lactis subsp. cremoris,0.09916630100921457,4.770815628819009e-09,4.052612042845228e-08,0.006633499170812604,4.914968043091546e-11,7.579918027593306e-10,97.06707321372808,7.162679250971386e-14,True
Lactococcus lactis subsp. lactis,0.2079859587538394,3.012444793721737e-08,2.7984707687005974e-07,0.31840796019900497,1.3293806547600885e-07,2.0043177204697966e-06,0.22660513246790018,1.2354714746660346e-08,True
Leuconostoc mesenteroides,0.04212373848179026,1.545801434371569e-09,1.5860627175726162e-08,0.011608623548922056,3.3333989306544226e-10,4.58190850367328e-09,4.637313044520876,0.000278443868062386,True
Libanicoccus massiliensis,0.019306713470820535,5.281275707779043e-10,6.304415156711472e-09,0.3681592039800995,9.945929608050313e-08,3.878093537919344e-07,0.005309987015697695,1.770798923352989e-154,True
Massiliomicrobiota sp. An80 & An105 & An134 & An142,0.13777972795085563,1.0550949358218603e-08,9.321358246612628e-08,0.001658374792703151,0.0,0.0,inf,1.9037043026755916e-21,True
Massiliomicrobiota timonensis,0.15138218516893373,9.245363230568333e-09,4.977994422610734e-08,0.004975124378109453,3.114760330819736e-10,7.233723883991658e-09,29.682422557806103,1.4152180011524583e-22,True
Mediterranea massiliensis ,0.008336989907854322,5.170071506347254e-08,1.5703594225346298e-06,0.003316749585406302,7.299787069187264e-11,1.7925399696255192e-09,708.2496321256223,0.11231818888763126,False
Megamonas funiformis == rupellensis,0.25142606406318563,1.8271029814122797e-06,8.732734761277466e-06,0.175787728026534,4.96746831325628e-07,4.99539202406581e-06,3.678137164028682,3.561763302610941e-05,True
Megasphaera elsdenii,0.02457218078104432,5.955371859760366e-08,6.427086195268221e-07,0.0845771144278607,1.1795483641634277e-07,9.553617289914869e-07,0.5048857715964958,2.1049201215998215e-11,True
Megasphaera massiliensis,0.017112768758227294,2.218959520530556e-08,3.6538399223548255e-07,0.013266998341625208,1.3906462590409933e-07,3.3463331181822367e-06,0.15956318913630685,0.40827645996573686,False
Megasphaera micronuciformis,0.08468626590609916,1.8243495674471973e-08,2.7571792311414036e-07,0.07960199004975124,1.8094626172503038e-08,3.90785483165481e-07,1.0082272770130594,0.6293194029081695,False
Megasphaera sp. ASD88 & An286,0.006581834137779728,4.351686547920383e-09,8.161049454148208e-08,0.001658374792703151,0.0,0.0,inf,0.06826238550582471,False
Megasphaera sp. BL7 & NM10,0.08556384379113646,2.235229509135879e-07,2.220913796431625e-06,0.4593698175787728,2.1264556079277907e-06,1.5178040905788054e-05,0.10511526790413873,5.46773358407603e-107,True
Merdimonas faecis,0.11452391399736726,2.672623143984118e-08,2.3934254664684147e-07,0.009950248756218905,2.3246371491088348e-09,4.865206322361102e-08,11.496947577425948,3.896726887743691e-15,True
Methanobrevibacter smithii 1,0.24747696358051777,6.146782485770509e-07,4.045920272472405e-06,0.5008291873963516,4.0945563616066967e-07,1.5328237302558087e-06,1.5012084198930218,4.6424243591590976e-32,True
Methanobrevibacter smithii 2,0.06450197455024133,1.6352182307376351e-07,1.9451519011235236e-06,0.0779436152570481,1.8034850761766601e-07,1.7299965214846722e-06,0.906699064127691,0.36676736208912786,False
Methanosphaera stadtmanae,0.04475647213690215,1.0464231372211916e-08,1.1003374066751779e-07,0.24378109452736318,5.340772242891672e-08,2.2081414909951633e-07,0.19593105446762568,4.554830084487159e-53,True
Mitsuokella jalaludinii,0.035980693286529176,2.7360517183953845e-08,3.8946242835833333e-07,0.373134328358209,4.162637468192514e-07,1.6968892211662325e-06,0.06572880149429451,6.316087445810724e-125,True
Mitsuokella multacida,0.03861342694164107,6.579389737632557e-08,7.579903593939604e-07,0.2769485903814262,3.803658016165129e-07,2.771593698471383e-06,0.17297532295676615,3.673721396692047e-72,True
Mobilibacterium timonense,0.00307152259763054,3.0161843078211377e-10,8.148001810892558e-09,0.01990049751243781,2.4993300080016407e-08,5.268565221353562e-07,0.012067971408996733,1.4703532421991335e-05,True
Mollicutes bacterium Phil14,0.0013163668275559457,1.1206961377047939e-09,5.3050081076536936e-08,0.006633499170812604,2.0181280263116766e-10,3.2696426163318762e-09,5.5531468920382325,0.0416624344776085,True
Morganella morganii,0.009653356735410267,1.2027375725016134e-09,3.5944659834432607e-08,0.02321724709784411,2.352092438789604e-09,4.8869807951599107e-08,0.5113479184179287,0.017808917778708324,True
Mycoplasma sp. CAG:472,0.05353225098727512,1.2402809285133957e-07,9.154604962671093e-07,0.22056384742951907,3.0536323965383323e-07,1.5941608429205918e-06,0.4061657617725718,7.486005634069922e-36,True
Mycoplasma sp. CAG:611,0.06581834137779728,1.027770139883012e-07,7.000370501276699e-07,0.17081260364842454,1.20961102059515e-07,6.571788836387675e-07,0.8496699537156424,2.0183002937352458e-14,True
Mycoplasma sp. CAG:776,0.009653356735410267,2.0112623463561222e-08,4.68692202110279e-07,0.001658374792703151,0.0,0.0,inf,0.024310067220207898,True
Mycoplasma sp. CAG:877,0.009214567792891619,2.8763765100769614e-08,4.751285647031497e-07,0.11276948590381426,1.0311772683668166e-07,6.231380663483422e-07,0.278941031606775,5.423896588659262e-38,True
Mycoplasma sp. CAG:956,0.014480035103115402,1.2875689289036458e-08,1.7288592149265015e-07,0.1890547263681592,1.1518534681933032e-07,5.742931628679476e-07,0.11178235465342776,1.5119511069794988e-65,True
Negativibacillus massiliensis,0.2198332602018429,6.695385811253803e-08,3.211728474674811e-07,0.026533996683250415,3.2176379529701043e-09,5.5965744365971686e-08,20.808387733845244,3.148365416446157e-28,True
Neglecta timonensis,0.07547169811320754,1.376948250245244e-08,1.1678235285310695e-07,0.001658374792703151,0.0,0.0,inf,8.913221318269649e-12,True
Odoribacter laneus,0.02457218078104432,3.151576933282675e-08,3.924820885573278e-07,0.008291873963515755,7.18181181710294e-09,1.7545368379796856e-07,4.38827556825902,0.0096221658965729,True
Odoribacter splanchnicus,0.8082492321193506,7.023418607380172e-07,9.156557958483269e-07,0.7014925373134329,2.2585242792680425e-07,4.795703210668911e-07,3.1097379257115483,5.0678159849354344e-49,True
Olsenella sp. An188,0.007898200965335674,1.1267497746314553e-09,3.0320490378807964e-08,0.004975124378109453,1.63057388981434e-10,2.837853368782799e-09,6.910142384039701,0.29935198664053586,False
Olsenella sp. KH3B4,0.0013163668275559457,3.7112722436083767e-11,1.3508916076277267e-09,0.01658374792703151,1.1547814850328958e-08,2.0240813689343877e-07,0.0032138307478168956,1.182094610598214e-06,True
Olsenella sp. Marseille-P2300,0.02676612549363756,1.3161222768948376e-09,1.2439203686368798e-08,0.009950248756218905,2.1865519395359072e-10,2.680429349078066e-09,6.01916768176192,0.011297987088230245,True
Olsenella sp. Marseille-P2912,0.03290917068889864,4.0566486826453885e-09,4.84575739620872e-08,0.013266998341625208,1.9760432627931503e-10,1.9881688412815108e-09,20.52914912860404,0.007753984335711654,True
Olsenella sp. Marseille-P3256,0.002193944712593243,1.265458337122008e-10,3.461104258863131e-09,0.001658374792703151,0.0,0.0,inf,0.33919518219367384,False
Oribacterium sinus,0.05353225098727512,3.2371917995865352e-09,8.177988171536864e-08,0.013266998341625208,2.0281862575417472e-10,2.233644864253951e-09,15.961018311553678,1.855584344393488e-05,True
Oscillibacter sp. 57_20,0.6985519964896885,5.675952597493883e-07,1.0010095604164505e-06,0.900497512437811,9.422185154368682e-07,1.7975503590974846e-06,0.6024029993575509,1.0445006589295129e-07,True
