,CRC,adenoma,NAFLD,CD,IGT,T2D,ACVD,LC,RA,T1D,VKH,SPA,ME_CFS,melanoma,NSCLC,RCC
Prevotella sp. CAG:604,-0.0005389898378222019,-0.00015839454581340043,-0.001116259281325626,-3.421761474853814e-05,-0.0003989793168831533,-0.0020424615668907476,-0.0003739854127796134,-0.0006433627088013015,-9.428951539799723e-05,0.00020587146654454282,0.00015764204711702794,-0.00021038839708121268,7.106787116600114e-05,-0.0003654454278875312,-0.00046785686512159285,-7.722321885750378e-05
Prevotella sp. CAG:617,1.6831491232583065e-05,0.0,6.696020742058229e-05,0.0,0.0,-3.0419771704196698e-05,-4.41318528035591e-05,0.0,-7.058978912951751e-05,0.0,0.0,0.0,0.0,0.0,2.838936859560863e-05,0.00019297280729079066
Prevotella sp. CAG:732,-0.0001573388919585011,-7.759025649365846e-05,-0.0003901593000170976,-8.756200764616163e-05,-0.0006499991841315489,-0.0001517308812603076,-0.00033901721642670885,-0.00030489505503968414,-0.0001646229338869202,-0.00034584202580701154,-3.795152604434287e-05,-0.0001973716872429361,0.0002371450991966256,-0.00010426587848178748,-3.9423958341541397e-05,0.0
Prevotella sp. CAG:755,3.1408850702951044e-05,-2.1632395488135153e-05,1.3704557817571884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002309399694190874,0.0
Prevotella sp. CAG:891,-4.184974505048906e-05,1.777054925939958e-05,3.5871005536268075e-05,0.0,-3.6202729935425854e-05,8.740309596754582e-05,0.00015268725511835045,-9.3137087896004e-05,-0.00020059033352778983,0.0005113404134879831,-0.00010009570760519339,-0.00025089171179745496,0.0,3.153265352128989e-05,-2.8412907376224377e-05,4.629599459651104e-05
Prevotella sp. CAG:924,-4.903997241626784e-06,0.0,-3.2716300229958424e-05,0.0,0.0,-1.9832905123446864e-05,-9.337846027183654e-06,0.0,-3.3785127270736426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,5.439223587971229e-05,0.000342347939531119,0.0001085549475249023,0.0,-0.00011275276960485426,-0.0002675607319096939,-4.67434847975665e-05,-4.2309122991455254e-05,3.0783071661964516e-05,0.0,-6.861596108142197e-05,0.0,-3.4340169426523456e-05,-4.9149662587823366e-05,0.00018826712349051563,0.00029569127682982783
Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.00010018187185510955,6.14576001893879e-05,-0.0002148106776148583,0.0,0.0,-0.0007263250859882368,-5.629286847553287e-05,-0.0001463683839780707,-0.00038172705647186207,-4.0353481055924016e-05,9.519631464993294e-05,3.629411973222314e-05,-3.9394827757865374e-05,0.0,-2.968484307753533e-05,-0.00010486306174914154
Prevotella sp. P4-65 & P4-76 & P5-60 & P5-119 & P5-125 & CAG:592,-0.0002241902301667588,0.00028829412353720485,-0.00038581979145337487,-0.0002111405885629598,0.00010688146491473297,-0.0005972701291263435,-0.0003514225147110261,-0.0001470493017281744,-0.0001222337228934175,0.0,0.0003037185480395484,-0.0002458718643155616,0.00041602011695493333,0.0,0.0,-2.6857537934680386e-05
Prevotella sp. UBA630,0.00014333851128182635,6.584060035744398e-05,-5.307118595539234e-05,0.0,0.0,0.0,-4.9208055053024504e-05,0.0,0.0,0.0,0.0,0.0,-6.676475095785436e-05,0.0,-1.3521959353621715e-05,-1.3720654643578823e-05
Prevotella sp. UBA641,-0.0002461887517713108,-0.00014487563883783293,-4.8466394306499e-05,-0.00011235480122260404,-0.00014310039084126802,0.0,-4.0685762110505726e-05,0.0,-0.00011575977918999105,-0.0003586882762956796,-0.00028959400892138106,-3.602505420430291e-05,0.0,0.0,-3.031200569909072e-05,-6.353677218486023e-05
Prevotella stercorea,0.0001748595477639379,-0.00016060175414565618,-0.0005106252219486542,-0.00048456514738369895,-0.0006441548905464846,0.0003722886961802198,-0.0010208688288989465,0.001296022969579713,0.0001930369873000362,0.0001825549742731016,0.01887630258006755,0.0008859320280427436,-0.0009379114309292682,-0.0004977153048911603,-0.00033998805988853857,-7.346101671638726e-05
Prevotella timonensis,-0.00024094509249546447,-0.00024276941662940347,-0.00028483687112580935,-4.8720966374511434e-05,-0.0001525796376974863,0.00017331724649752701,-9.14826245224181e-05,-6.521118566583302e-05,0.0003400845507626554,-0.0003804194345451962,0.0,-9.99560593014711e-05,0.0001114074264700648,3.102417232388821e-05,-6.751463208277087e-05,-0.00016697089530948303
Prevotella veroralis,-3.085188416152447e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotellamassilia timonensis,-0.00010255558660481789,-0.0003318604098789785,-0.002302813927688891,0.0,-0.0007515557695133591,-0.0008842399012830315,-0.00044866707167109276,-0.0002172186450745322,-0.002130018047081738,-0.0017004167097598982,-0.0002121553367144098,-0.00014611213191786173,8.796440462640206e-05,-0.00037992715866385973,-0.00037102565932030715,-0.0003349800766038761
Proteobacteria bacterium CAG:495,-0.00010052838057070776,6.018211649149453e-05,0.00011701159501902089,0.0,8.01056910599193e-05,-0.00014049028209994841,-3.462842723438951e-05,-1.462119141565565e-05,3.9763192056928106e-05,0.00012813562452445614,-2.5747964159593628e-05,0.0,0.0,0.0,0.0001525523419417024,0.0002243308582193535
Proteus mirabilis,-2.0897047514435972e-05,2.4042470537453664e-05,0.0003322112235602066,0.0001541746248635523,0.0,0.00043847996129938057,3.418058624767124e-05,7.036753801067668e-05,3.5863289117532926e-05,0.0,0.0,0.0,0.0,0.0,-5.7971667523119995e-05,-0.00010198795211762222
Proteus mirabilis 2,9.755311903075049e-06,-0.0001300831859908688,-6.350381149385019e-05,0.0008749525892191389,0.0,-2.8364194303024196e-06,-3.7077380289738133e-05,-0.00011193473545982348,0.0,-4.07035095288795e-05,-7.557032993547972e-05,-3.557258137347679e-05,-3.390888446780113e-05,0.0,-2.238925963766393e-05,0.0
Providencia rettgeri 2,0.0,0.0,1.058150675173559e-05,0.0,0.0,0.0,1.3502602580299591e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.706821650549322e-05
Pseudoflavonifractor capillosus,0.00023673871900250587,-0.0006734666818782113,-0.00045042627714262523,-6.585784986619558e-05,0.0012071443510526083,-0.0012010652280535128,-0.0006067000058572495,-0.0003147466182187754,-0.0002543458572513709,0.0035305965864873205,-0.00010915761430738313,0.00019385833235446194,0.004670036248496872,-7.021380068628866e-05,0.002923436638378406,0.0005656787179669774
Pseudoflavonifractor sp. An184,0.0011450130625071412,0.00036896268812619,-0.0015590713650802082,-8.579412993709766e-05,0.00011906628815424486,-0.0007772626076576177,-0.00024175493865306893,0.0005839625150665989,-0.0012633363685650022,0.0,-0.00034034035821041046,0.0005204413713787171,0.0002111613867751701,0.00023390693589274384,0.007322612222835276,-0.00023556337782251104
Pyramidobacter piscolens,0.00010458086307894033,0.0004957776773635869,-0.00016240644649732954,5.7423801061646075e-05,0.0,0.00014320537025674823,0.00023216354078739755,0.00011548546047344511,0.0008846150327605598,-7.438906836354849e-05,0.0001915091892212933,-0.00015394204488929946,0.0,0.0,4.518717855312701e-05,4.760407680547898e-05
Raoultella ornithinolytica,0.0005709718720550678,0.00021878943183179826,1.9160912726344926e-05,0.0,0.0,3.601480498283123e-05,-2.353415218320728e-05,0.00028466237837997506,0.0016908000632905231,0.0,0.0005674307596234262,4.2192091105614215e-05,6.120952380952393e-05,4.3429650665937105e-05,-1.1706217250133088e-05,4.992214503120434e-05
Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,-0.0001337585437106397,-0.00024550511192397435,0.0002632655144829321,5.944041999332036e-05,-0.0001372808529453165,-0.0003716927858421861,-0.00017211545645915124,-0.000197306214834946,-0.00029884599581949533,-0.00042895140907367707,0.00014110430160114206,-0.00011664606328303327,0.0004330132209756033,-0.0005785784932174474,-0.00017792868766836994,-0.00014094362343453044
Rikenella microfusus,7.5443611923533914e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010083904353377675
Romboutsia timonensis,-0.0022771294080769816,-0.003126472548855724,0.002286785301243885,-0.0007078322342532208,0.002423513643914202,-0.0005868591561574575,-0.00033380051799900267,-0.0018866787083683377,0.008805828166896398,-0.00036947932331699344,-0.0073507719912167075,0.000514841980580257,-0.002597599507018118,0.00021047813344058104,-0.0023700567622746615,-0.0011982942045751952
Roseburia faecis,-0.0023515941041707187,-0.002641009244457923,0.0015257997148648624,-0.009456199406591396,0.0010615669061589175,0.0006325016567861779,0.0006752171110041047,-0.0012602154077643842,0.0011641443113347039,-0.008950407410640602,0.0007306786896204088,0.0006124042385529945,-0.0007310195022699754,-0.0030113132577873005,0.0006653340236903485,-0.00069255876485769
Roseburia hominis,-0.0009734815449925435,-0.0011026777886807297,0.0008277728781658545,-0.008957120765298442,0.0011857430291839378,-0.0011169156435139082,-0.0007544802346092209,-0.000868044806778407,-0.0015848007057966559,0.002366787847941437,0.00025290112054174074,-0.0005279648223281214,0.001471796608303395,0.0004675841629521996,-0.0009065449702171826,0.0006770183858290187
Roseburia intestinalis,-0.0014630953336000462,-0.0013259955576400988,0.003723608140128007,-0.004583294491829326,0.0008668154903983973,-0.00454088901335267,-0.001628818480073689,-0.0005197938023519822,0.002517752962842675,-0.0011852249969961765,0.0004749965477813281,0.0008674000452405539,-0.00042386520916981444,0.00047660383755564374,0.0009297823537765704,-0.00034309106243730127
Roseburia inulinivorans,-0.0010928569232387685,-0.0032466454816520484,-0.001021140098565275,-0.011327731333490316,-0.0005206915800881994,-0.0015810698912838235,0.0006661614380701634,0.0013337778481632078,0.0008134876237711647,-0.005954295159484179,-0.0014750643994891587,0.0011331508687738817,-0.003247224993934829,-0.002974106977128812,-0.0014305993892394565,-0.0007957966685131295
Roseburia sp. CAG:100,-0.0013404445368960958,-0.0023248700205291337,-0.0005584097950774194,-3.952135913221358e-05,0.00025474047953766293,-0.0010403385889290494,-0.00021191004697696864,0.00024740689600385085,-0.0002939819423686902,0.0006549011624283417,5.851182612664028e-05,-0.0004090395746366328,0.00030370823729854304,-4.718349502934479e-05,0.0007572477299656221,0.00012454794366376662
Roseburia sp. CAG:182,-0.0006581549423137043,-0.0027160222130775094,-0.0004106930668477176,-0.0005420105176381331,0.0002916905603924445,-0.0006594341296401869,-0.00010045634814993175,-0.00014457992779042333,-0.0002191982867844261,-0.0012384677593219276,-0.00014586471885774145,-0.0004167144103985173,-0.00025657191148633756,-0.0007093864049972924,-0.0005224882760050803,0.0001044474889345701
Roseburia sp. CAG:197,-0.0003925381503580426,-0.0006529944020040306,-0.0014314277234039451,-8.688099688755744e-05,0.002722457561826385,-0.00030928301524384095,-0.0004408734764877811,-0.00043383996586536224,-0.001499642950958107,-0.00015097164289237732,-0.0006073961614305925,-0.0006426699249170822,0.0004774692775289107,-0.00010187081857536405,-0.0005001130320786942,-0.00014738880280764348
Roseburia sp. CAG:303,-0.000126425103352911,-0.0001379213375229944,-0.00025876005856298814,0.0,0.00012448697690471369,0.0002897942613066514,0.00012490160093254032,0.0001082608019144092,0.0037341780708067514,4.684322110716563e-05,0.00029231080736557473,0.0004207030404951331,0.00013759825613578766,0.0,0.0001979796328497457,-0.00021365481689840257
Roseburia sp. CAG:309,1.2117554945271759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roseburia sp. CAG:380,0.0001227594752820776,0.00029890347528029255,0.0004172147743410248,0.0,-0.0003408298247000515,0.00015358012038291807,0.0002074116261467698,-7.379665406327598e-05,0.0013044565415287316,-0.00014472052036314993,0.0,-6.40745647493079e-05,0.000607813986038987,-0.00010683345901651948,0.0003590402512448889,-9.816319414804768e-05
Roseburia sp. CAG:45 & sp. 2789STDY5608886,0.0003522370027536268,-0.0021133104837584324,0.0013488182406928757,-0.003911332004699116,0.0004228236306332815,-0.00038664140625307373,-0.0013984116006548924,0.00042914242517256597,-0.000370107633407975,0.0030085110584681866,-0.002314574578703927,-0.001783374650584151,0.0014301982577827358,-0.0003245807766050393,-0.0003468166750344311,0.0010301438853483652
Roseburia sp. CAG:471,-0.0002053732899746104,0.0001652206727959212,-0.00033317131422354643,-5.1095500005943914e-05,-0.0007764758525254837,-0.0005932499635222201,0.0001198844274878084,-0.00025822139060563583,0.00027703135535077096,0.000125420976553204,-0.0002791943839637199,0.0002085332408790813,-0.0005158961973256307,-0.0009180169426616532,-0.00035534330208832895,-0.0010974012652134608
Ruminococcaceae bacterium D16,0.0006956994516553656,0.0016551127518093477,0.0004649042521323694,-0.0001804483850981657,0.00014559326755291525,0.00022908383124541312,0.00014852249737212395,0.0006388575826396959,-0.00010275193306088088,-0.0005595693140944116,7.174611064235818e-05,0.00011657696216803951,0.00017529200205284722,-0.00024717146763057063,0.0013473912409504045,0.001797572406733087
Ruminococcaceae bacterium D5,0.0017507822069249548,-0.00022795405354891185,6.0395849383887084e-05,-1.6648005867241894e-05,-0.00016342047175878092,0.00014264373423020452,6.75111135044399e-05,-7.762180593029534e-05,-0.00028021529547871046,-0.0007796038151121065,8.027161833056925e-05,-0.00015604986124992718,-0.00013940500980531644,9.428417391596982e-05,-0.00014321382755975423,0.0002699486692054076
Ruminococcus bicirculans,-0.0011489770798177913,-0.01363456956427246,-0.0006174376298560136,-0.009031777699889398,-0.00023524452889519276,-0.0007487618613320035,-0.0005527632301520112,0.0005882131341775227,-0.0009260074071207426,-0.0016289016440173283,-0.000612298599011373,-0.00144038490886352,-0.0006032492957201503,-0.001744498073167152,0.0007122160298307978,0.0006402307507833673
Ruminococcus bromii 2,-0.0007072485789090458,-0.007007554629809928,0.0009429146282409355,-0.0026435447199699,0.00209442004407701,0.00188687080635787,0.001913947695321805,-0.00045744432054204993,0.003227171538417574,0.004719298074890969,-0.00021914210080320725,0.0005028811673688059,0.0027487184974644362,0.0008467281754826855,-0.0006810344564199236,0.00042034647401616393
Ruminococcus callidus,-0.0004923836656249176,-0.00034909633088809624,-0.0004688854980828185,-0.0014291435928080922,0.000166027826943507,0.0003391057793192641,-0.0004166753731955965,0.0002422043445939135,0.0008955282601506735,-0.00014761333336960652,-0.0005678793006058893,-0.0003973204352631413,0.00046838501694337545,-0.0011988170200458168,-0.00019049486453962761,-0.0001997051273467563
Ruminococcus champanellensis,6.436223471472169e-05,0.0,4.525819520077685e-05,0.0,-0.00010639535022954126,-5.580521386191096e-05,-2.6147338292107264e-05,-7.438703551165664e-05,-0.00011275437350316489,6.485972206514111e-05,2.9801327588188162e-05,4.9952774974376046e-05,0.0,-4.278977546023004e-05,-1.4738633526769958e-05,-2.3257066477323484e-05
Ruminococcus faecis,0.0020645658011267374,-0.0046382828720438725,0.0013508428296525768,-0.002364265098707264,0.0007917648873554474,-0.0010856592980906321,0.000660705221395366,0.0008294942289525045,-0.00038742767622961503,0.00043860125733127516,-0.0014654547380058421,-0.000657140137112412,-0.0036193882144941385,-0.0016012723763135196,-0.0016665453873414345,-0.0013066390396182384
Ruminococcus gnavus,0.0032910932171902104,0.0017471230466433116,0.0011280248663883762,0.0020971983521177163,-0.0008533330359053729,0.001665399320714506,0.0097371810019976,0.006707366395436654,0.0006455210983782804,-0.00048549960497890396,0.00037563622573652636,0.004036291422763033,0.0010715440735891701,0.0007134481626251093,0.0006721455425645449,-0.0015906745028277244
Ruminococcus lactaris,-0.0005204285075882317,-0.0037805441585504044,0.0002536264439600858,-0.0004384192561082409,0.000788969126272703,0.0004883316057102327,0.0004280281832679275,0.0005089772055484484,0.0031909425969194245,0.005608720794319069,0.0002706457344841833,0.0011126637303939615,0.0004019537030140773,0.0003836349943734669,0.0017744346015194264,0.0003857345688648124
Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,-0.0031044366113262846,-0.0037083328728690786,0.0007283768537642996,-0.0063945132982051,0.0021433738005259806,-0.0005508421843528918,0.0008252068729010951,-0.0005390406758126538,-0.000439376016578865,0.001809260418419455,0.0002986359053839655,-0.0010128820270753581,-0.003265892074741441,-0.0015060722690453604,-0.0005882791310618814,0.00027832493910860543
Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,0.0009862712135334255,-0.0011692738294334488,0.004185257557469782,-0.0022052983996580697,0.016236873429652438,0.001670553287249436,-0.0024415089560318676,-0.007337404500003359,0.0010931201283279925,0.0038659750655889954,-0.008710557608958941,-0.001166231390947224,-0.0011149649879485662,0.000478289172860384,0.0005526289316202725,0.001449117142744422
Ruminococcus sp. 37_24 & sp. 2789STDY5834934,0.0002229485952478542,-3.006304316941462e-05,-0.0003538309170537757,0.0,0.0005232576913716478,0.0005466145737931181,-5.7484673928021035e-05,-9.43970075483053e-05,-0.00031567597679605134,8.834092214735053e-05,-0.0001359736664099772,-0.0001530589859802884,0.0005478834025427051,0.00010541430378735864,0.0003178907412005645,0.00039853887408925365
Ruminococcus sp. A254.MGS-254 & CAG:254,-0.0005011209355171361,-0.0001634508345965574,0.0003128693364528472,-5.2043597135904555e-05,0.00013721242234962565,-0.0009692071781942492,-0.0005898937802717066,-0.00033537244558334595,0.0007850602034231819,-0.00043187661911188885,0.0004542853135953623,-0.0003303568089423769,-0.0014315094360944761,-0.0005575898703759449,-5.5961624736385584e-05,0.0002510205974616878
Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,0.0002890583693823176,-0.0024773396757101105,0.0025342708977483404,0.0,0.006089829308501181,0.0017345715530779193,-0.0032406313156640196,-0.0006075663285441666,-0.0005891924199943508,0.003908578643013959,-0.0011604705839826038,-0.0017426608637164931,-0.000754732749614951,0.0006739517353879957,0.0008090565083141976,0.0004481091923753704
Ruminococcus sp. CAG:177,0.000683030340618228,0.0006840068988579382,0.00023639268855510246,-0.00017482163365551852,0.0007113574919332052,-0.00018438675487176108,0.00017304077722193184,-0.0002952715909371423,0.00026318989402071433,0.0009362270244987384,0.00021209547309466263,0.00018571763699697644,-0.0005156517823447567,0.00025026696520109843,-0.0007654554623221009,-0.00019373161994145347
Ruminococcus sp. CAG:330,0.00025324007205333493,-5.195596227015517e-05,-0.00011179400761201434,-2.9715098717373986e-05,-0.00014458615464075117,-0.0001073694897217778,-5.99339817412169e-05,-7.147801583704153e-05,-0.0001250394969456407,-0.00021280278537340615,-0.0003171918104781538,-8.28882255877764e-05,-0.00018519796998946292,-8.723812952821788e-05,-4.8050307516711635e-05,0.0
Ruminococcus sp. CAG:353 & sp. 2789STDY5834938,-0.0006075244874785703,-0.000795673707459366,-0.0012317352828844655,-3.3219540150106726e-05,-0.0009651932687725221,-0.0008809398671202505,-0.00031872773922688574,-0.0006283750272798425,-0.00010248790809665565,-0.00028278793924638667,-7.47491587203378e-05,-0.0008544994710307481,-0.0018788216185819892,-0.000409025362429952,-6.79317982143673e-05,-0.0001975917983645415
Ruminococcus sp. CAG:382,-0.00013060288294572907,0.0,0.00010918555381679195,0.0,0.0,-5.551303500286385e-05,-2.415501232842707e-05,0.00011003508421652373,-4.071977008442834e-05,5.759181690693491e-05,0.0001254355941430857,-0.00012771839086155392,-6.450845938375341e-05,0.0,-4.289715419789104e-05,0.0001302453537827902
Ruminococcus sp. CAG:403,0.00030294534651325455,-0.00028235644610559023,0.0032624720563026073,-5.02611279761999e-05,-0.0002458438343341863,0.00018366540489167188,3.389171052396061e-05,0.00013502258821059606,0.00029637145454401676,-0.0004098344605622275,-9.77079784740859e-05,0.00010010812015110845,-6.500801922801925e-05,-5.9097796143250725e-05,0.00010943710510671671,-2.963711877531026e-05
Ruminococcus sp. CAG:488,-0.00012009098047338913,-2.2011316973034357e-05,-6.16140646775121e-05,0.0,0.0,0.00016418801959051672,-7.982614865961861e-05,-8.437429153265917e-05,0.0002452548415101254,0.0,9.210368862223304e-05,8.808270327903248e-05,-3.158046992480827e-05,0.0,-0.00019101830189202355,2.0671571001149733e-05
Ruminococcus sp. CAG:563,-2.6260340675850913e-06,0.0,0.0,0.0,5.5982034541951704e-05,0.0,0.0,0.0,3.0016237349146226e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus sp. CAG:579,8.342864443974582e-05,-8.082695637554363e-05,2.2128717417234718e-05,0.0,-7.962617660757149e-05,3.314226628554138e-05,9.527369058713815e-06,0.0,0.00047220558224537676,-4.225413903456639e-05,6.426405145811601e-05,0.0,0.0,0.0,-9.105978124408463e-05,-5.6408251200943855e-05
Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,0.0003680963173672809,0.0007109309681848633,0.0006125984212501911,-0.0006659321609614206,0.00026760637088218123,0.0013246689739647075,0.0010226292903597132,0.0002889993189299176,0.006719761731020451,0.001828338389536021,0.00035318224672608,0.0058006931323497275,-0.0007081553145458144,-0.0002864520823731394,0.0007532150405710715,0.0007914089787362143
Ruminococcus sp. CAG:624,-1.0169993551988698e-05,-2.354116000441299e-05,-1.2035784483324878e-05,0.0,0.0,-2.6234311942383386e-05,2.6942799629691933e-05,0.0,-5.6704103326007504e-05,0.0,-5.6715364617367225e-05,-0.0001033605037442858,0.0,0.0,9.035494790617082e-05,-4.897728598431171e-05
Ruminococcus sp. CAG:724,-1.5786221786654296e-05,0.00010979291843587857,-3.39482743205439e-05,0.0,0.0,-5.3299753407334884e-05,0.0,0.0,2.6358587188450248e-05,0.0,0.0,0.0,0.0,0.0,1.4424089915606449e-05,6.634714378877877e-05
Ruminococcus sp. JC304,0.000458931830783762,0.0003013281579720932,0.0015322712230341226,-0.00017824638213666637,0.0073097269589866695,-0.0006304710425128475,-0.00032798201279240737,0.00019310703991767938,0.00037709766612931795,0.01267942594145569,-3.569186018266615e-05,0.0009228102242315677,0.00010083246464381366,0.0002498154580879057,-0.00018921320511329864,0.0001881766482618146
Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,-0.0011451388512319083,-0.0012793680934542753,0.004915498421738438,-0.0047592796765994795,0.0160701588772125,0.0018011845450474726,0.0005914332907690433,-0.0007503049479708765,0.0015257756641563446,0.011627527793437254,-0.006945442408494433,0.002085521879342611,-0.0009164792918801328,0.008005757803933531,-0.0010361168356823258,-0.0009787757653659064
Ruminococcus sp. UNK.MGS-30,-0.00027253559656096476,-0.00030253921962294835,-0.0004977088331341374,-0.0008363686920951083,-8.713858235797156e-05,-0.0001492229446085877,0.00010132955308782985,-0.00018697997461402985,0.00034347654806120634,0.000293051986676834,0.00018919690411354616,0.000585250909733909,-0.000371254492512969,-0.00030257877259822706,9.209072389152242e-05,0.00018596770464596692
Ruminococcus torques,0.00996073322914337,-0.0009125779319984268,0.004425950961170026,-0.002370416876719093,0.006885433230816965,0.004321669536855856,0.004186329337986567,-0.005191169257424507,0.001339856136192589,0.0025198973995307484,-0.0004013805944922225,-0.003005459437722794,0.00039104729869903875,0.008136101736009869,0.0020062407917451034,0.0009828365173571373
Ruthenibacterium lactatiformans,0.001534019194551078,-0.0008986023594786767,0.0011353738490779716,-0.0005031664370224891,0.0005820265492953098,0.0011206821633903481,0.00479423381415324,-0.0011139306922282816,0.001570875669345755,0.001169133414387333,-0.0005644240378140693,-0.0007267369756567657,0.0024927118827613006,0.005017563687439195,0.006726624580991888,0.0036142782911537164
Sanguibacteroides justesenii == Gabonibacter massiliensis,0.00013614781471367666,0.0008758546866843872,-9.390766601284331e-05,0.0,-6.836862643414722e-05,-9.114875932130012e-05,-2.605308564632611e-05,-1.4078276990675146e-05,-0.0003715057104729532,-0.00018747897131803003,-2.3340603436012276e-05,0.0,0.0,-7.449175641041618e-05,0.00014530154459083033,0.0009326122974590182
Selenomonas artemidis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.557974094522943e-05
Selenomonas bovis,6.0993340157335776e-06,0.0,0.0,0.0,-5.470018654988787e-05,-1.433349917084931e-05,0.0,0.0,-3.607748415586955e-05,-8.045203503403144e-05,0.0,0.0,0.0,0.0,0.0,-3.698760372176036e-05
Sellimonas intestinalis == Drancourtella massiliensis,0.0018815583202890262,0.003969350672591096,0.00030717382989640447,-0.0002026901994975185,0.00023647954430123554,-0.00032610136669396325,0.0006374162622661486,0.00022134262462092602,-0.0002402486097531327,0.005292279965428454,0.0,0.0007119333199049686,0.001989844662016758,0.004132541747362576,0.011393708564821685,-0.0007319340664124733
Senegalimassilia anaerobia,0.0002848188516699225,-0.0011930025567473586,-0.0004694980504029289,-0.00018902305944706844,-0.00029588318966976805,-0.0006802157333939571,-0.0027869102593734486,-0.0023100532177613925,-0.0026623492897886224,-0.0018151130064944126,-0.0019643779586693637,-0.001230676294605013,0.0,-0.004166083455485527,-0.0003958214766330138,-0.00028150214143808026
Slackia exigua,0.0007202345289622216,-0.0001569615443108231,2.0597071513942943e-05,-8.631102306984822e-05,0.0,-6.895270054254635e-05,-6.490393690537712e-05,0.00011526157161158935,-4.1878432131232945e-05,0.0,0.0,-2.0338783535578847e-05,9.28523480089743e-05,0.0,-2.6666244052934673e-05,-4.775045335674313e-05
Slackia piriformis,-0.00012569088203076946,-8.940682109774975e-05,8.613791033224736e-05,-0.0003166521802549103,-7.362193998428844e-05,-0.0004862864796479734,6.624888809121937e-05,-3.891859667433862e-05,-0.00017048057400358832,-0.00023875254531816924,-0.00011537416256513384,7.553313141177843e-05,-0.0002744125824168729,-0.0003478829386979743,-0.00027042861963751694,-0.00028717121623187905
Solobacterium moorei,0.020947927252978876,0.0014663009129165462,-0.0004783017165272424,0.0008904959333864309,0.00018405821232602633,0.00032189639122023417,0.003864284316745195,-0.0010517664405047442,0.0005732729736631194,-0.0005701398831639349,-6.15523699705102e-05,-0.0011629899946560575,-0.00017530148866466773,0.0004546017529128013,-0.0009633702946725293,-0.00043379974457428484
Sphaerochaeta sp. Phil3,-1.545524797110023e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus anginosus,0.0038586358735016755,0.00019864360397652112,-0.00015103972563232018,0.0003302086825701867,-0.00014829907537999948,0.0007508909676313279,0.008653478744647211,0.010018505544765067,0.000615631672897834,-0.0002102169501916704,-0.0014226738267160521,-0.0004196951564996985,-9.169971362067764e-05,0.0004448368968251324,0.00025105293775757746,0.00014806316379022046
Streptococcus australis,0.005739618457553458,0.001931583803516068,0.0019399153019893829,-0.0005756710932264655,0.0005469921144922543,0.0010267635739035152,0.0045712527081836155,-0.0009590077077647048,-0.00028034911168114604,0.002870086586831906,-0.0002745434259125498,-0.000504671453262295,-7.065817545843854e-05,-0.00031675630157939336,-0.0002855073741621647,-0.00010745550965380085
Streptococcus gordonii,0.003885139159814721,0.0018689100069258255,0.0017317899006008416,-0.0001506972151435543,-0.00014730727294775197,0.0023525901307755778,0.0026335497124683536,0.0022982168827656406,0.00024116615420486238,-0.0007133793220028977,-0.00015866427216755085,-0.0005172288351620771,-0.0004008143755711413,-0.0002124166402345704,0.00013175517634406929,-0.00014447704655574288
Streptococcus infantarius,-5.889518299751814e-05,-0.0003406298970615468,-0.0001640338242404815,6.464437763795049e-05,-0.00011104074225404955,-7.276987768596817e-05,0.00011711185057596076,0.00011698902624667168,-9.341662022625558e-05,-0.00019865409806201566,-0.00015521180546350396,-0.0004113651313504742,-0.00020828596359788736,-0.0001751523378818558,-5.618977451194902e-05,-3.174693577234924e-05
Streptococcus infantis,0.00494729969221809,0.00029523977757259934,0.0008660706225567498,0.0001002383659183458,-0.00014029219911090415,-0.00034523600864843745,0.007415820976490014,0.0001802530654757308,-8.251356778774773e-05,-0.00019122849470375042,0.0,-0.00014832982053316588,-0.00016883513580246906,-0.00017441491008492071,0.00016830249215212505,-7.654719671335334e-05
